CustomerID,TotalSpent,TotalOrders,TotalQuantity,Segment
13365.0,2225.37,2,1247,VIP
13366.0,56.160000000000004,1,144,New
13368.0,623.4,2,327,Regular
13369.0,308.28000000000003,1,149,Regular
13370.0,754.87,1,343,Loyal
13372.0,378.64,1,159,Regular
13373.0,3312.25,3,1651,VIP
13375.0,778.65,1,442,Loyal
13376.0,1019.76,3,493,Loyal
13379.0,572.56,3,601,Regular
13381.0,3639.31,6,2029,VIP
13382.0,222.99,1,131,New
13384.0,4151.93,7,2422,VIP
13385.0,534.57,1,281,Regular
13388.0,677.1,2,282,Loyal
13389.0,797.96,3,429,Loyal
13390.0,544.08,1,224,Regular
13391.0,59.8,1,4,New
13394.0,2520.02,8,2392,VIP
13395.0,307.72,1,336,Regular
13396.0,1360.99,2,600,Loyal
13397.0,1544.13,5,430,Loyal
13398.0,457.34,1,281,Regular
13402.0,621.23,2,479,Regular
13403.0,75.0,1,44,New
13404.0,252.49,2,111,New
13405.0,572.451,3,165,Regular
13408.0,28117.04,62,16232,VIP
13410.0,1003.06,5,518,Loyal
13411.0,213.55,1,72,New
13414.0,1390.5,3,1574,Loyal
13416.0,712.5,2,142,Loyal
13417.0,640.83,2,162,Regular
13418.0,6127.43,18,3918,VIP
13419.0,221.06,1,275,New
13420.0,159.85,2,101,New
13421.0,1833.71,2,1128,VIP
13422.0,2626.3,1,1326,VIP
13425.0,1624.21,3,1123,Loyal
13426.0,3641.32,10,2245,VIP
13427.0,582.6,3,545,Regular
13428.0,201.78,1,151,New
13429.0,1006.8,4,1390,Loyal
13430.0,679.45,2,751,Loyal
13431.0,1269.1,2,672,Loyal
13434.0,534.24,2,300,Regular
13435.0,3809.8900000000003,7,2129,VIP
13436.0,196.89,1,76,New
13437.0,3408.06,7,1283,VIP
13439.0,283.71,1,242,New
13441.0,296.64,1,204,New
13447.0,1129.14,3,584,Loyal
13448.0,3534.69,6,1648,VIP
13449.0,291.88,1,222,New
13450.0,2043.7199999999998,6,1982,VIP
13451.0,2898.2599999999998,5,2128,VIP
13452.0,590.0,2,2,Regular
13453.0,356.97999999999996,2,134,Regular
13455.0,1058.34,2,354,Loyal
13456.0,1766.72,6,765,VIP
13458.0,9646.57,14,5508,VIP
13460.0,183.44,2,286,New
13461.0,1445.0,3,1170,Loyal
13462.0,151.5,1,62,New
13464.0,674.68,1,403,Loyal
13466.0,307.9,1,259,Regular
13467.0,1071.91,2,580,Loyal
13468.0,5704.97,37,2589,VIP
13470.0,165.0,2,100,New
13471.0,2501.84,4,1583,VIP
13473.0,422.64,2,266,Regular
13474.0,226.84,1,129,New
13475.0,1431.78,4,1012,Loyal
13476.0,1238.47,2,417,Loyal
13477.0,1454.58,6,1021,Loyal
13479.0,300.95,2,134,New
13481.0,1804.56,5,1142,VIP
13482.0,184.64,1,116,New
13483.0,140.34,1,160,New
13484.0,313.8,1,44,Regular
13485.0,454.24,1,277,Regular
13486.0,1122.41,3,669,Loyal
13487.0,575.4,3,265,Regular
13488.0,8968.31,13,4518,VIP
13489.0,449.52,4,560,Regular
13491.0,1215.82,10,903,Loyal
13492.0,1269.84,3,408,Loyal
13493.0,618.63,2,380,Regular
13494.0,316.26000000000005,1,162,Regular
13495.0,2044.8700000000001,5,829,VIP
13496.0,653.33,2,341,Regular
13497.0,348.05,2,163,Regular
13499.0,1159.11,5,1365,Loyal
13500.0,1166.77,3,609,Loyal
13501.0,1340.32,1,560,Loyal
13502.0,292.0,3,264,New
13503.0,216.85,1,248,New
13504.0,295.93,1,178,New
13505.0,4393.63,4,2486,VIP
13506.0,458.52,2,324,Regular
13507.0,2479.16,4,1597,VIP
13508.0,110.97,1,24,New
13509.0,979.72,7,1106,Loyal
13510.0,1791.56,4,1386,VIP
13512.0,251.21,1,143,New
13513.0,205.1,1,109,New
13514.0,152.20000000000002,1,40,New
13515.0,891.12,4,681,Loyal
13516.0,1389.41,3,985,Loyal
13517.0,2128.42,3,1369,VIP
13518.0,627.16,1,382,Regular
13519.0,122.75,1,23,New
13520.0,3624.35,6,1649,VIP
13521.0,1071.73,3,718,Loyal
13522.0,125.80000000000001,1,44,New
13523.0,3964.88,5,1752,VIP
13524.0,680.1800000000001,5,324,Loyal
13525.0,628.78,2,394,Regular
13527.0,2242.36,7,1683,VIP
13529.0,307.76,2,74,Regular
13531.0,483.8,2,174,Regular
13532.0,210.31,1,129,New
13533.0,269.09,3,202,New
13534.0,5870.08,25,2961,VIP
13536.0,3444.39,7,2126,VIP
13538.0,1280.85,7,175,Loyal
13539.0,631.34,3,320,Regular
13544.0,276.06,2,112,New
13546.0,621.09,3,357,Regular
13548.0,678.16,2,436,Loyal
13549.0,918.2,7,458,Loyal
13551.0,91.80000000000001,1,12,New
13552.0,3740.07,12,1417,VIP
13555.0,4098.88,4,2636,VIP
13557.0,584.06,2,546,Regular
13558.0,594.52,4,338,Regular
13560.0,171.42000000000002,1,63,New
13561.0,141.85999999999999,1,83,New
13562.0,1799.33,3,757,VIP
13563.0,777.53,2,209,Loyal
13564.0,1724.67,3,636,VIP
13565.0,240.22,2,172,New
13566.0,856.84,2,567,Loyal
13568.0,187.05,1,66,New
13569.0,338.62,2,156,Regular
13570.0,239.49,1,161,New
13571.0,2088.94,12,1757,VIP
13572.0,1384.25,1,534,Loyal
13573.0,290.25,2,302,New
13575.0,732.0699999999999,5,449,Loyal
13576.0,6717.34,18,2646,VIP
13577.0,1687.6000000000001,4,791,VIP
13579.0,467.04,2,176,Regular
13581.0,118.0,1,30,New
13583.0,781.03,1,725,Loyal
13584.0,142.4,1,37,New
13587.0,712.4,1,180,Loyal
13588.0,2478.95,9,2606,VIP
13589.0,379.65,2,114,Regular
13590.0,1981.92,6,1848,VIP
13591.0,1117.13,3,485,Loyal
13592.0,247.95999999999998,4,84,New
13593.0,2011.88,5,719,VIP
13594.0,396.97,1,359,Regular
13596.0,664.11,2,384,Regular
13598.0,160.04,1,52,New
13599.0,5149.92,21,3293,VIP
13600.0,219.52,1,324,New
13601.0,693.32,2,548,Loyal
13602.0,428.89,1,267,Regular
13603.0,164.34,1,164,New
13606.0,276.75,3,276,New
13607.0,675.51,1,288,Loyal
13610.0,1082.33,7,488,Loyal
13611.0,1154.4,3,754,Loyal
13614.0,1585.46,4,564,Loyal
13615.0,417.69,1,189,Regular
13617.0,544.18,3,300,Regular
13618.0,177.34,1,246,New
13621.0,213.85,1,343,New
13623.0,727.74,5,286,Loyal
13626.0,257.23,1,209,New
13627.0,1638.47,5,1269,Loyal
13629.0,7792.36,11,4372,VIP
13630.0,2031.78,7,1391,VIP
13631.0,3070.42,11,467,VIP
13632.0,2118.93,5,1031,VIP
13634.0,1547.3600000000001,5,700,Loyal
13635.0,1071.03,1,677,Loyal
13636.0,949.12,5,592,Loyal
13637.0,804.3,3,405,Loyal
13638.0,122.64,1,93,New
13639.0,1033.34,1,800,Loyal
13642.0,312.28,1,151,Regular
13643.0,519.44,3,273,Regular
13644.0,2624.26,4,2067,VIP
13645.0,252.1,1,158,New
13647.0,1648.1200000000001,4,887,Loyal
13649.0,346.6,2,139,Regular
13650.0,1836.34,6,922,VIP
13651.0,94.2,2,33,New
13652.0,1095.08,3,578,Loyal
13654.0,2707.33,6,2182,VIP
13655.0,932.97,2,605,Loyal
13656.0,379.65,2,490,Regular
13657.0,382.14,2,209,Regular
13658.0,2639.17,5,1019,VIP
13659.0,1563.0,2,882,Loyal
13662.0,881.26,3,533,Loyal
13663.0,189.47,1,91,New
13666.0,84.65,3,41,New
13667.0,299.05,1,149,New
13668.0,6309.83,21,3722,VIP
13669.0,218.55,2,237,New
13670.0,349.7,1,282,Regular
13672.0,186.39000000000001,2,57,New
13673.0,387.44,2,114,Regular
13675.0,486.82000000000005,2,330,Regular
13678.0,232.6,1,924,New
13680.0,3719.12,4,1934,VIP
13681.0,827.83,4,360,Loyal
13682.0,59.5,1,10,New
13684.0,65.13,1,38,New
13685.0,3119.44,7,5056,VIP
13686.0,72.0,1,70,New
13689.0,910.0,1,512,Loyal
13690.0,172.25,1,67,New
13692.0,1488.32,3,1226,Loyal
13694.0,65039.62,50,63312,VIP
13695.0,2504.13,15,1603,VIP
13697.0,151.29999999999998,1,177,New
13699.0,308.58000000000004,1,66,Regular
13700.0,2248.63,10,2281,VIP
13703.0,99.5,1,10,New
13704.0,2308.06,9,1531,VIP
13705.0,711.86,3,363,Loyal
13706.0,330.79,1,189,Regular
13707.0,806.41,2,351,Loyal
13708.0,285.33,1,301,New
13709.0,6307.650000000001,13,3508,VIP
13710.0,180.48,1,176,New
13711.0,252.06,2,140,New
13712.0,228.84,1,352,New
13715.0,1077.39,5,562,Loyal
13716.0,138.28,1,138,New
13717.0,1445.01,6,1959,Loyal
13718.0,306.55,2,173,Regular
13719.0,1041.68,5,609,Loyal
13720.0,799.9,4,501,Loyal
13721.0,524.14,1,316,Regular
13722.0,2375.41,3,1401,VIP
13723.0,199.85000000000002,1,43,New
13725.0,1980.56,8,806,VIP
13726.0,1079.6599999999999,2,1054,Loyal
13727.0,333.48,2,162,Regular
13728.0,1016.14,6,458,Loyal
13730.0,752.6,2,488,Loyal
13731.0,610.59,2,278,Regular
13732.0,491.86,1,498,Regular
13735.0,2883.54,4,1128,VIP
13736.0,729.8,2,496,Loyal
13737.0,339.59999999999997,1,125,Regular
13739.0,216.9,1,54,New
13740.0,350.75,1,425,Regular
13741.0,668.4300000000001,3,218,Regular
13742.0,3107.87,12,1115,VIP
13743.0,1341.6,7,1776,Loyal
13744.0,1080.52,2,1153,Loyal
13745.0,300.04,1,496,New
13747.0,79.6,1,8,New
13748.0,948.25,5,439,Loyal
13750.0,1647.26,5,516,Loyal
13751.0,296.25,1,152,New
13752.0,1175.38,6,874,Loyal
13753.0,741.26,1,512,Loyal
13754.0,282.59999999999997,2,214,New
13755.0,2108.06,9,1242,VIP
13756.0,5189.52,14,3188,VIP
13758.0,3190.55,7,1844,VIP
13759.0,659.4100000000001,2,287,Regular
13760.0,286.79,2,197,New
13761.0,1070.65,2,642,Loyal
13762.0,306.72,1,272,Regular
13763.0,1714.96,1,728,VIP
13764.0,1519.42,3,926,Loyal
13767.0,17220.36,37,7322,VIP
13769.0,2796.51,10,1163,VIP
13771.0,2634.45,4,1477,VIP
13772.0,1122.63,3,540,Loyal
13774.0,345.0,1,192,Regular
13777.0,25977.16,33,12897,VIP
13778.0,178.7,1,70,New
13780.0,360.01,2,318,Regular
13781.0,127.84,1,30,New
13782.0,908.86,6,369,Loyal
13784.0,2462.79,11,2493,VIP
13786.0,230.39999999999998,1,136,New
13787.0,309.04,2,337,Regular
13790.0,348.8,1,748,Regular
13791.0,1516.0,2,1200,Loyal
13792.0,195.55,2,92,New
13798.0,37153.85,57,23948,VIP
13799.0,688.86,2,402,Loyal
13800.0,558.32,1,331,Regular
13801.0,324.8,1,168,Regular
13802.0,4599.42,3,2572,VIP
13803.0,277.07,1,121,New
13804.0,2588.39,7,1462,VIP
13805.0,924.6,2,1900,Loyal
13806.0,256.38,1,56,New
13807.0,112.6,1,36,New
13808.0,1747.66,5,782,VIP
13809.0,155.05,1,29,New
13810.0,1499.01,3,312,Loyal
13811.0,814.5,3,68,Loyal
13812.0,539.0,3,333,Regular
13813.0,1366.8600000000001,4,552,Loyal
13814.0,1579.12,2,864,Loyal
13815.0,4027.36,4,2560,VIP
13816.0,571.6700000000001,2,269,Regular
13817.0,382.98,2,211,Regular
13819.0,1140.35,3,1109,Loyal
13821.0,385.64,2,153,Regular
13822.0,632.0,2,611,Regular
13823.0,957.66,2,439,Loyal
13824.0,1698.94,5,768,VIP
13826.0,189.5,1,82,New
13827.0,409.8,3,138,Regular
13828.0,209.49,1,311,New
13831.0,2198.45,6,743,VIP
13832.0,52.199999999999996,1,28,New
13833.0,383.85,1,117,Regular
13835.0,834.57,4,442,Loyal
13837.0,266.59000000000003,2,182,New
13838.0,674.82,4,254,Loyal
13841.0,85.0,1,100,New
13842.0,3385.62,9,1768,VIP
13844.0,361.62,1,196,Regular
13845.0,312.98,1,182,Regular
13846.0,865.0600000000001,3,388,Loyal
13848.0,1255.0,3,3700,Loyal
13849.0,1537.95,2,1016,Loyal
13850.0,1595.48,1,944,Loyal
13851.0,2651.46,3,1705,VIP
13853.0,1090.14,1,312,Loyal
13854.0,8109.5199999999995,25,2296,VIP
13856.0,388.5,3,494,Regular
13858.0,216.17,1,75,New
13859.0,201.16,1,129,New
13860.0,1245.9,5,591,Loyal
13862.0,2209.36,8,1688,VIP
13863.0,305.78,1,224,New
13865.0,501.56,4,204,Regular
13866.0,145.67000000000002,1,57,New
13867.0,1005.09,3,501,Loyal
13868.0,3192.54,2,1964,VIP
13869.0,3083.65,4,1709,VIP
13870.0,2770.94,8,1325,VIP
13871.0,6403.25,13,2806,VIP
13873.0,389.6,3,140,Regular
13874.0,540.45,1,180,Regular
13875.0,1786.79,5,1316,VIP
13876.0,122.7,1,36,New
13877.0,117.24,1,108,New
13878.0,1271.57,1,463,Loyal
13880.0,3219.77,13,1842,VIP
13881.0,17159.52,20,10118,VIP
13882.0,1191.13,5,953,Loyal
13883.0,2674.48,5,1436,VIP
13884.0,787.6,5,300,Loyal
13885.0,506.8,2,182,Regular
13886.0,243.56,1,126,New
13887.0,349.55,1,147,Regular
13888.0,595.67,2,254,Regular
13889.0,416.90000000000003,1,146,Regular
13890.0,1883.8100000000002,10,831,VIP
13892.0,632.97,4,983,Regular
13893.0,821.1,1,190,Loyal
13894.0,564.62,3,354,Regular
13895.0,2593.07,4,1365,VIP
13897.0,311.16,1,200,Regular
13898.0,155.93,1,133,New
13899.0,388.52,2,156,Regular
13900.0,740.95,3,430,Loyal
13901.0,2867.2,5,1739,VIP
13904.0,332.64,2,332,Regular
13908.0,2369.55,4,1478,VIP
13911.0,2580.91,9,2731,VIP
13914.0,626.45,2,380,Regular
13917.0,272.04,2,228,New
13918.0,1212.8400000000001,2,1140,Loyal
13919.0,384.81,2,474,Regular
13922.0,172.25,1,93,New
13923.0,351.13,1,185,Regular
13924.0,1838.8500000000001,6,1575,VIP
13925.0,678.25,4,331,Loyal
13926.0,223.85000000000002,1,104,New
13927.0,348.99,1,214,Regular
13928.0,464.57,4,129,Regular
13929.0,842.65,2,143,Loyal
13930.0,337.34,2,274,Regular
13931.0,1237.53,2,725,Loyal
13932.0,307.4,1,72,Regular
13933.0,608.7900000000001,2,205,Regular
13934.0,922.1,1,390,Loyal
13936.0,376.58,1,330,Regular
13937.0,158.85,1,123,New
13938.0,71.66,1,70,New
13939.0,568.55,3,847,Regular
13940.0,839.14,4,516,Loyal
13941.0,5112.96,5,2364,VIP
13946.0,561.5699999999999,3,443,Regular
13947.0,90.6,1,44,New
13948.0,102.0,1,40,New
13949.0,2427.32,6,2474,VIP
13950.0,745.06,4,323,Loyal
13951.0,674.45,3,459,Loyal
13952.0,3251.071,2,1431,VIP
13953.0,3515.68,7,2724,VIP
13954.0,439.92,2,150,Regular
13955.0,322.96,2,154,Regular
13956.0,1019.27,5,486,Loyal
13959.0,594.04,3,355,Regular
13960.0,230.22,2,142,New
13962.0,169.55,2,87,New
13963.0,664.54,4,460,Regular
13967.0,80.7,1,42,New
13969.0,9024.17,18,4528,VIP
13971.0,2758.26,8,1844,VIP
13972.0,190.25,2,187,New
13973.0,264.7,1,109,New
13974.0,413.59000000000003,1,249,Regular
13975.0,2461.2400000000002,6,1697,VIP
13976.0,357.98,1,154,Regular
13978.0,196.79000000000002,2,315,New
13979.0,869.87,1,639,Loyal
13980.0,200.14,1,172,New
13982.0,1871.81,4,1136,VIP
13983.0,2603.43,12,1183,VIP
13984.0,920.51,5,679,Loyal
13985.0,7060.13,15,3445,VIP
13986.0,320.46,1,430,Regular
13988.0,4147.96,6,3044,VIP
13989.0,1266.08,2,1313,Loyal
13990.0,311.3,1,190,Regular
13991.0,852.88,6,995,Loyal
13992.0,76.8,1,64,New
13993.0,3466.36,9,900,VIP
13994.0,2274.14,6,932,VIP
13995.0,1393.69,5,879,Loyal
13999.0,3901.81,12,2243,VIP
14000.0,635.66,1,710,Regular
14001.0,2043.0800000000002,3,962,VIP
14002.0,529.73,2,877,Regular
14004.0,4582.64,7,2668,VIP
14005.0,2874.72,5,2478,VIP
14006.0,962.19,3,641,Loyal
14009.0,695.61,2,365,Loyal
14012.0,328.8,1,160,Regular
14013.0,473.02,3,462,Regular
14014.0,505.18,1,1076,Regular
14015.0,917.34,1,378,Loyal
14016.0,4341.21,4,2125,VIP
14019.0,1421.61,3,1037,Loyal
14020.0,642.8,2,441,Regular
14021.0,631.9,3,192,Regular
14022.0,440.0,1,487,Regular
14023.0,584.07,2,345,Regular
14024.0,327.7,2,150,Regular
14027.0,104.82,1,62,New
14029.0,467.66,2,198,Regular
14030.0,2358.84,8,1478,VIP
14031.0,17286.86,19,5788,VIP
14032.0,2975.59,11,2032,VIP
14034.0,648.89,3,420,Regular
14035.0,1428.02,5,739,Loyal
14036.0,626.65,1,268,Regular
14037.0,147.20000000000002,2,46,New
14038.0,1560.38,3,965,Loyal
14039.0,152.2,1,92,New
14040.0,3560.32,12,1544,VIP
14041.0,141.41,1,94,New
14044.0,646.42,4,304,Regular
14045.0,1659.75,4,535,Loyal
14046.0,154.99,1,460,New
14047.0,1308.6100000000001,5,381,Loyal
14048.0,409.93,1,288,Regular
14049.0,5578.72,4,3808,VIP
14050.0,746.36,2,689,Loyal
14051.0,15610.390000000001,23,3756,VIP
14052.0,225.36,1,89,New
14053.0,260.25,2,215,New
14054.0,92.46,1,62,New
14055.0,725.6400000000001,1,216,Loyal
14056.0,8152.71,23,4252,VIP
14057.0,6211.66,17,4873,VIP
14059.0,183.6,1,128,New
14060.0,6140.42,19,5386,VIP
14062.0,10464.85,12,5593,VIP
14064.0,1334.34,5,1772,Loyal
14066.0,152.55,1,45,New
14067.0,374.7,2,361,Regular
14068.0,265.85,1,73,New
14071.0,1437.57,8,994,Loyal
14073.0,151.04,1,130,New
14075.0,942.26,3,754,Loyal
14076.0,118.67,1,79,New
14077.0,499.41999999999996,5,268,Regular
14078.0,1049.37,6,310,Loyal
14079.0,375.1,1,301,Regular
14080.0,45.599999999999994,1,48,New
14081.0,921.62,2,592,Loyal
14082.0,182.25,1,110,New
14083.0,1002.9,9,705,Loyal
14085.0,4421.29,18,3177,VIP
14087.0,191.47,1,250,New
14088.0,50491.81,13,12665,VIP
14089.0,158.75,1,133,New
14090.0,76.32000000000001,1,72,New
14092.0,4076.91,14,2066,VIP
14093.0,433.86,1,391,Regular
14096.0,53258.43,17,16336,VIP
14098.0,147.35,1,104,New
14099.0,3104.17,11,2179,VIP
14100.0,191.95000000000002,1,63,New
14101.0,5976.79,6,6942,VIP
14102.0,1105.8799999999999,5,769,Loyal
14104.0,216.20999999999998,2,72,New
14105.0,1266.23,1,800,Loyal
14107.0,2703.23,7,1793,VIP
14108.0,597.91,2,381,Regular
14109.0,144.2,1,88,New
14110.0,5683.15,12,2445,VIP
14111.0,692.85,4,458,Loyal
14112.0,2915.15,7,1651,VIP
14113.0,1840.42,4,745,VIP
14114.0,386.53,2,101,Regular
14116.0,1382.74,5,707,Loyal
14117.0,90.0,1,72,New
14121.0,2780.15,4,2082,VIP
14124.0,419.58000000000004,1,1618,Regular
14125.0,2720.63,3,1628,VIP
14126.0,706.1300000000001,3,508,Loyal
14127.0,709.71,3,321,Loyal
14128.0,637.5,2,564,Regular
14129.0,1123.8600000000001,5,592,Loyal
14130.0,480.91,1,257,Regular
14132.0,3586.0299999999997,11,3368,VIP
14133.0,605.64,3,348,Regular
14135.0,4690.31,15,3850,VIP
14138.0,965.8800000000001,2,600,Loyal
14139.0,415.82,1,510,Regular
14140.0,935.05,2,811,Loyal
14141.0,915.13,4,355,Loyal
14142.0,311.81,1,313,Regular
14143.0,115.8,1,30,New
14145.0,3742.2,4,756,VIP
14146.0,4191.0,5,2437,VIP
14147.0,483.4,2,108,Regular
14148.0,157.2,1,16,New
14149.0,446.62,1,218,Regular
14150.0,658.64,2,496,Regular
14152.0,621.29,2,711,Regular
14154.0,1345.62,2,465,Loyal
14155.0,118.75,1,25,New
14156.0,117210.08,55,57768,VIP
14157.0,424.89000000000004,2,271,Regular
14158.0,507.66,1,781,Regular
14159.0,4630.35,11,4348,VIP
14161.0,1097.6200000000001,3,450,Loyal
14162.0,289.36,2,142,New
14163.0,2445.91,4,893,VIP
14164.0,1631.77,2,1033,Loyal
14165.0,120.44,1,53,New
14167.0,562.59,4,147,Regular
14171.0,363.79,1,167,Regular
14173.0,450.84,4,150,Regular
14174.0,134.46,1,94,New
14175.0,3222.3,3,1515,VIP
14176.0,576.9000000000001,4,209,Regular
14177.0,549.46,4,204,Regular
14178.0,1600.26,7,1494,Loyal
14179.0,701.57,2,319,Loyal
14180.0,4748.52,25,719,VIP
14184.0,452.89,1,127,Regular
14185.0,197.65,1,6,New
14188.0,2054.36,6,1162,VIP
14189.0,4654.08,15,3937,VIP
14191.0,4684.76,13,3662,VIP
14193.0,853.39,2,445,Loyal
14194.0,11349.52,21,5840,VIP
14195.0,1012.0,2,760,Loyal
14196.0,335.52,1,142,Regular
14198.0,701.4,4,290,Loyal
14199.0,185.39999999999998,1,28,New
14201.0,747.44,7,590,Loyal
14204.0,150.61,1,72,New
14205.0,466.7,2,204,Regular
14206.0,328.15999999999997,1,276,Regular
14208.0,151.74,1,114,New
14209.0,2073.43,6,691,VIP
14210.0,1905.8400000000001,6,760,VIP
14211.0,2241.1,9,1242,VIP
14212.0,1070.48,1,1152,Loyal
14214.0,1004.38,5,751,Loyal
14215.0,1789.72,6,1358,VIP
14216.0,1839.3,4,594,VIP
14217.0,2004.98,17,689,VIP
14218.0,169.48000000000002,1,160,New
14219.0,89.94,1,78,New
14220.0,632.4,2,272,Regular
14221.0,3432.8,9,2191,VIP
14222.0,683.17,1,607,Loyal
14223.0,991.13,3,585,Loyal
14224.0,1009.73,4,483,Loyal
14226.0,2214.79,5,1296,VIP
14227.0,3350.96,10,1820,VIP
14229.0,1547.2,3,610,Loyal
14231.0,925.71,3,409,Loyal
14232.0,2048.07,5,1941,VIP
14233.0,1462.72,4,680,Loyal
14234.0,754.12,4,951,Loyal
14235.0,3144.86,5,1959,VIP
14236.0,490.86,2,310,Regular
14237.0,161.0,1,38,New
14238.0,146.85,1,111,New
14239.0,2380.85,11,993,VIP
14240.0,890.34,2,418,Loyal
14241.0,213.70000000000002,1,146,New
14242.0,280.55,2,123,New
14243.0,2588.77,10,1221,VIP
14245.0,1693.45,2,976,VIP
14246.0,1474.06,3,804,Loyal
14247.0,136.76999999999998,1,47,New
14248.0,302.58,1,102,New
14250.0,1904.05,3,1200,VIP
14251.0,2879.7000000000003,5,1674,VIP
14256.0,969.0600000000001,2,414,Loyal
14257.0,3099.7200000000003,5,1682,VIP
14258.0,12669.98,9,7100,VIP
14259.0,120.0,1,68,New
14261.0,1163.45,2,406,Loyal
14262.0,2618.23,8,1645,VIP
14264.0,333.97,2,70,Regular
14265.0,530.18,2,330,Regular
14267.0,1516.24,3,530,Loyal
14270.0,492.65000000000003,1,197,Regular
14271.0,112.32,1,88,New
14272.0,437.96,2,599,Regular
14273.0,559.97,4,264,Regular
14276.0,1119.74,3,744,Loyal
14277.0,4188.0,3,1976,VIP
14280.0,134.04,1,52,New
14282.0,3701.44,15,2656,VIP
14284.0,595.25,2,161,Regular
14285.0,1910.01,4,541,VIP
14286.0,4628.75,3,4338,VIP
14287.0,176.63,3,261,New
14288.0,426.6,1,188,Regular
14289.0,911.26,6,292,Loyal
14290.0,2314.65,5,915,VIP
14291.0,3883.25,11,2749,VIP
14292.0,4871.93,9,1663,VIP
14293.0,1046.56,4,709,Loyal
14295.0,166.20000000000002,1,84,New
14297.0,1305.33,4,865,Loyal
14298.0,51527.3,44,58343,VIP
14299.0,3965.62,9,2149,VIP
14300.0,43.2,1,32,New
14301.0,640.14,1,606,Regular
14304.0,383.45,1,139,Regular
14305.0,1858.96,3,1089,VIP
14306.0,2093.32,2,1075,VIP
14307.0,2995.72,6,2058,VIP
14309.0,2352.53,9,1633,VIP
14311.0,310.26,1,146,Regular
14312.0,1611.59,6,1012,Loyal
14314.0,120.0,1,296,New
14315.0,2481.13,6,1021,VIP
14317.0,508.58000000000004,1,255,Regular
14320.0,477.79,2,325,Regular
14321.0,1530.75,5,2406,Loyal
14323.0,605.0600000000001,2,350,Regular
14326.0,183.85,1,103,New
14327.0,311.65,1,139,Regular
14329.0,4975.24,7,3087,VIP
14331.0,462.65999999999997,2,252,Regular
14332.0,840.21,3,463,Loyal
14333.0,415.2,1,58,Regular
14334.0,2552.21,8,1731,VIP
14335.0,454.86,2,375,Regular
14336.0,1614.91,4,1759,Loyal
14338.0,588.22,2,335,Regular
14339.0,309.52,1,168,Regular
14340.0,134.7,1,58,New
14341.0,2166.98,8,1397,VIP
14342.0,668.5600000000001,4,347,Regular
14344.0,889.9300000000001,8,477,Loyal
14345.0,108.97999999999999,1,50,New
14346.0,1021.58,2,605,Loyal
14348.0,409.57,1,183,Regular
14349.0,133.5,1,86,New
14350.0,282.93,1,183,New
14351.0,51.0,1,12,New
14352.0,1078.96,4,538,Loyal
14353.0,90.6,1,64,New
14354.0,163.62,2,210,New
14355.0,174.4,1,92,New
14356.0,701.23,2,277,Loyal
14357.0,225.12,1,147,New
14359.0,912.18,3,371,Loyal
14360.0,2118.03,4,1139,VIP
14362.0,151.5,1,96,New
14364.0,3717.35,8,1967,VIP
14367.0,9227.82,16,4426,VIP
14368.0,155.0,1,36,New
14371.0,100.5,1,34,New
14373.0,76.55,1,17,New
14375.0,235.56,1,184,New
14377.0,617.05,2,219,Regular
14379.0,348.1,2,292,Regular
14381.0,202.68,1,146,New
14382.0,615.49,1,1231,Regular
14383.0,1247.69,3,817,Loyal
14385.0,202.11,3,159,New
14386.0,142.4,1,54,New
14387.0,1727.6,3,795,VIP
14388.0,3212.84,8,1941,VIP
14389.0,1043.46,2,729,Loyal
14390.0,4642.57,9,2133,VIP
14393.0,67.95,1,13,New
14395.0,3479.91,9,1689,VIP
14396.0,487.99,2,225,Regular
14397.0,2612.96,19,1890,VIP
14400.0,574.7,1,454,Regular
14401.0,4051.48,13,4507,VIP
14403.0,1475.81,4,519,Loyal
14404.0,1449.32,6,827,Loyal
14406.0,156.75,1,77,New
14407.0,2157.73,6,1415,VIP
14408.0,2599.03,7,1610,VIP
14409.0,2059.4500000000003,6,1230,VIP
14410.0,1100.27,9,567,Loyal
14411.0,1063.0,1,196,Loyal
14412.0,770.03,2,786,Loyal
14413.0,121.05,1,67,New
14414.0,1496.98,7,2512,Loyal
14415.0,5855.57,13,2996,VIP
14416.0,490.22,2,326,Regular
14418.0,1937.25,3,1711,VIP
14419.0,1051.79,6,483,Loyal
14420.0,387.52,1,334,Regular
14421.0,813.11,2,365,Loyal
14422.0,4263.64,6,2906,VIP
14423.0,265.2,1,120,New
14424.0,322.08,1,48,Regular
14426.0,4481.67,10,2699,VIP
14427.0,363.34000000000003,2,228,Regular
14428.0,1224.06,5,428,Loyal
14431.0,470.36,1,130,Regular
14432.0,2248.5,6,2013,VIP
14434.0,1372.8,6,368,Loyal
14436.0,89.06,1,129,New
14437.0,63.0,1,60,New
14438.0,131.9,1,82,New
14439.0,2661.24,1,526,VIP
14440.0,2357.6800000000003,5,588,VIP
14441.0,1712.89,4,446,VIP
14442.0,1589.82,2,482,Loyal
14443.0,1420.2,4,938,Loyal
14446.0,1010.35,4,916,Loyal
14447.0,1163.23,5,571,Loyal
14448.0,375.35,2,104,Regular
14449.0,885.8,4,741,Loyal
14450.0,483.25,3,241,Regular
14451.0,643.9,2,378,Regular
14452.0,259.05,2,116,New
14453.0,119.93,1,49,New
14456.0,3017.28,9,2885,VIP
14457.0,113.64,1,88,New
